bin,binBarcode,level,option1,option2,option3,productName,productType,quantity,shelf,sku,warehouse,expiration,lotName,minCost,avgCost,maxCost,price,committed,incoming
Rider,1778252234585,1,Size: M,Color: Bellini,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-47757021413667,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XS,Color: Amalfi,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-6596d5cd7cd3e,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: M,Color: Eucalyptus,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713244451,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XL,Color: Eucalyptus,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713375523,Corro Trailer 1,,,0,0,0,98000,0,0
Rider,1778252234585,1,Size: M,Color: Amalfi,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-6596d5c89d84f,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XS,Color: Midnight Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-49540107141411,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: L,Color: Lilac,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-6596d5ce0b760,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XS,Color: Powder Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-47757021217059,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: L,Color: Eucalyptus,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713309987,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: M,Color: Graphite Grey,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-51085713277219,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XS,Color: Eucalyptus,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713113379,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: L,Color: Graphite Grey,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713342755,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: M,Color: Midnight Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-49540107305251,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XL,Color: Graphite Grey,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713408291,Corro Trailer 1,,,0,0,0,98000,0,0
Rider,1778252234585,1,Size: XL,Color: Powder Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-47757021511971,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: L,Color: Powder Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-47757021446435,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: S,Color: Graphite Grey,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-51085713211683,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XL,Color: Midnight Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-49540107436323,Corro Trailer 1,,,0,0,0,98000,0,0
Rider,1778252234585,1,Size: L,Color: Midnight Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-49540107370787,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XL,Color: Amalfi,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-47110140002595,Corro Trailer 1,,,0,0,0,98000,0,0
Rider,1778252234585,1,Size: S,Color: Eucalyptus,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713178915,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: S,Color: Amalfi,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-6596d5ca300ea,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: S,Color: Midnight Blue,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,0,Eliot's Trailer,CORRO-49540107206947,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: M,Color: Lilac,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-6596d5ce0b758,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XL,Color: Lilac,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,CORRO-48651338285347,Corro Trailer 1,,,0,0,0,98000,0,0
Rider,1778252234585,1,Size: L,Color: Amalfi,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-6596d5c6d5952,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Size: XS,Color: Graphite Grey,,Equisite Alesia Shirt IN STORE,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,CORRO-51085713146147,Corro Trailer 1,,,58800,58800,58800,98000,0,0
Rider,1778252234585,1,Color: Black,Size: M/L,,Yagya Leather Buckle Belt,Rider > Accessories & Apparel > Belts,1,Eliot's Trailer,1000000001462,Corro Trailer 1,,,90000,90000,90000,190000,0,0
Rider,1778252234585,1,Color: Brown,Size: M/L,,Yagya Leather Buckle Belt,Rider > Accessories & Apparel > Belts,1,Eliot's Trailer,1000000000718,Corro Trailer 1,,,90000,90000,90000,190000,0,0
Rider,1778252234585,1,Size: Large,Color: Fog,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001481,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: Small,Color: Camel,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001182,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: Large,Color: Camel,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001184,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: Small,Color: Fog,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001479,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: Medium,Color: Fog,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001480,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: Medium,Color: Camel,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001183,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: XS,Color: Fog,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001478,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Size: Large,Color: White/White,,Yagya Timeless Short Sleeve Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001437,Corro Trailer 1,,,90000,90000,90000,180000,0,0
Rider,1778252234585,1,Size: Small,Color: White/White,,Yagya Timeless Short Sleeve Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001435,Corro Trailer 1,,,90000,90000,90000,180000,0,0
Rider,1778252234585,1,Size: XS,Color: White/White,,Yagya Timeless Short Sleeve Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001434,Corro Trailer 1,,,90000,90000,90000,180000,0,0
Rider,1778252234585,1,Size: Medium,Color: White/White,,Yagya Timeless Short Sleeve Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001436,Corro Trailer 1,,,90000,90000,90000,180000,0,0
Rider,1778252234585,1,Color: White/White,Size: XS,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001347,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Color: White/White,Size: Small,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001348,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Color: White/White,Size: Medium,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001349,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Color: White/White,Size: Large,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001350,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: XS,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001340,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: Small,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001341,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: Medium,,Yagya AirTech Half Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001342,Corro Trailer 1,,,65000,65000,65000,140000,0,0
Rider,1778252234585,1,Size: XS/S,Color: Black/Gold,,Yagya Signature Belt,Rider > Accessories & Apparel > Belts,1,Eliot's Trailer,1000000001331,Corro Trailer 1,,,120000,120000,120000,260000,0,0
Rider,1778252234585,1,Size: XS/S,Color: Brown/Silver,,Yagya Signature Belt,Rider > Accessories & Apparel > Belts,1,Eliot's Trailer,1000000001333,Corro Trailer 1,,,120000,120000,120000,260000,0,0
Rider,1778252234585,1,Size: M/L,Color: Black/Gold,,Yagya Signature Belt,Rider > Accessories & Apparel > Belts,1,Eliot's Trailer,1000000001332,Corro Trailer 1,,,120000,120000,120000,260000,0,0
Rider,1778252234585,1,Size: M/L,Color: Brown/Silver,,Yagya Signature Belt,Rider > Accessories & Apparel > Belts,1,Eliot's Trailer,1000000001334,Corro Trailer 1,,,120000,120000,120000,260000,0,0
Rider,1778252234585,1,Color: Navy,Size: XS,,Yagya Half Zip Short Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001420,Corro Trailer 1,,,85000,85000,85000,180000,0,0
Rider,1778252234585,1,Color: Navy,Size: S,,Yagya Half Zip Short Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001421,Corro Trailer 1,,,85000,85000,85000,180000,0,0
Rider,1778252234585,1,Color: Navy,Size: One Size,,Yagya Riding Sock,Rider > Accessories & Apparel > Socks,2,Eliot's Trailer,1000000001459,Corro Trailer 1,,,22000,22000,22000,45000,0,0
Rider,1778252234585,1,Color: Navy,Size: XS,,Yagya Half Zip Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001406,Corro Trailer 1,,,95000,95000,95000,200000,0,0
Rider,1778252234585,1,Color: Navy,Size: S,,Yagya Half Zip Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001407,Corro Trailer 1,,,95000,95000,95000,200000,0,0
Rider,1778252234585,1,Color: Navy,Size: M,,Yagya Half Zip Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001408,Corro Trailer 1,,,95000,95000,95000,200000,0,0
Rider,1778252234585,1,Color: Navy,Size: M,,Yagya Half Zip Short Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001422,Corro Trailer 1,,,85000,85000,85000,180000,0,0
Rider,1778252234585,1,Color: Ivory,Size: XS,,Solid Citizen Jessica Seersucker Equestrian Button-Down Shirt,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,SolidCitizenJessicaSeersuckerEquestrianButtonDownShirt-Ivory-XS,Corro Trailer 1,,,0,0,0,145000,0,0
Rider,1778252234585,1,Color: Ivory,Size: M,,Solid Citizen Jessica Seersucker Equestrian Button-Down Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenJessicaSeersuckerEquestrianButtonDownShirt-Ivory-M,Corro Trailer 1,,,0,0,0,145000,0,0
Rider,1778252234585,1,Color: Ivory,Size: L,,Solid Citizen Jessica Seersucker Equestrian Button-Down Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,SolidCitizenJessicaSeersuckerEquestrianButtonDownShirt-Ivory-L,Corro Trailer 1,,,0,0,0,145000,0,0
,,,Size: 1.5 Kilograms,,,Cavalor Strucies Healthy Horse Snacks,Horse Care > Treats & Toys > Treats,-1,,82696409,Corro Trailer 1,,,13450,13450,13450,21350,0,0
Treats / Toys,1778252144214,1,Size: 1.5 Kilograms,,,Cavalor Strucies Healthy Horse Snacks,Horse Care > Treats & Toys > Treats,4,Eliot's Trailer,82696409,Corro Trailer 1,2027-02-28,Lot# LL241,13450,13450,13450,21350,0,0
Rider,1778252234585,1,Color: Cairo,Size: 24,,TKEQ Sculpt Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,sculptBREECH-cairo-24,Corro Trailer 1,,,95000,95000,95000,199000,0,0
Rider,1778252234585,1,Color: Cairo,Size: 26,,TKEQ Sculpt Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,sculptBREECH-cairo-26,Corro Trailer 1,,,95000,95000,95000,199000,0,0
Rider,1778252234585,1,Color: Cairo,Size: 28,,TKEQ Sculpt Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,sculptBREECH-cairo-28,Corro Trailer 1,,,95000,95000,95000,199000,0,0
Rider,1778252234585,1,Color: Cairo,Size: 30,,TKEQ Sculpt Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,sculptBREECH-cairo-30,Corro Trailer 1,,,95000,95000,95000,199000,0,0
Rider,1778252234585,1,Color: Cairo,Size: 32,,TKEQ Sculpt Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,sculptBREECH-cairo-32,Corro Trailer 1,,,95000,95000,95000,199000,0,0
Rider,1778252234585,1,Size: XS/S,Color: Iced Out,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,Ken-2.0-LS-L/XL-candy,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: XS/S,Color: Candy,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,Ken-2.0-LS-XSS-candy,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: S/M,Color: Iced Out,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,Ken-2.0-LS-SM-ice,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: S/M,Color: Candy,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,Ken-2.0-LS-SM-candy,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: M/L,Color: Iced Out,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,Ken-2.0-LS-ML-ice,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: M/L,Color: Candy,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,2,Eliot's Trailer,Ken-2.0-LS-ML-candy,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: L/XL,Color: Iced Out,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,Ken-2.0-LS-L/XL-ice,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Rider,1778252234585,1,Size: L/XL,Color: Candy,,TKEQ Kennedy Seamless 2.0 Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,Ken-2.0-LS-L/XL-candy,Corro Trailer 1,,,41000,41000,41000,85000,0,0
Supplements,1778252144213,1,Size: Single Tube,,,Poseidon Stress Paste,Horse Care > Supplements > Calming & Focus,5,Eliot's Trailer,POS-STRESS-ST,Corro Trailer 1,,,16630,16630,16630,26000,0,0
Supplements,1778252144213,1,Size: 10 Pound,,,Poseidon Digestive HP,Horse Care > Supplements > Digestive & Gut Health,1,Eliot's Trailer,POS-DIGESTHP-10,Corro Trailer 1,,,93100,93100,93100,133000,0,0
Supplements,1778252144213,1,Size: 180g,,,Poseidon MetaboLize,Horse Care > Supplements > Metabolic,2,Eliot's Trailer,PoseidonMetabolize-180g,Corro Trailer 1,,,98000,98000,98000,140000,0,0
Rider,1778252234585,1,Size: Small,Color: Black,,Yagya Lightweight Long Sleeve,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000000780,Corro Trailer 1,,,55000,55000,55000,160000,0,0
Rider,1778252234585,1,Color: Tan,Size: M,,Yagya Timeless Riding Breeches,Rider > Accessories & Apparel > Breeches,2,Eliot's Trailer,1000000001260,Corro Trailer 1,,,195000,195000,195000,390000,0,0
Rider,1778252234585,1,Color: Tan,Size: L,,Yagya Timeless Riding Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,1000000001261,Corro Trailer 1,,,195000,195000,195000,390000,0,0
Rider,1778252234585,1,Color: Tan,Size: S,,Yagya Timeless Riding Breeches,Rider > Accessories & Apparel > Breeches,2,Eliot's Trailer,1000000001259,Corro Trailer 1,,,195000,195000,195000,390000,0,0
Rider,1778252234585,1,Color: Tan,Size: XS,,Yagya Timeless Riding Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,1000000001258,Corro Trailer 1,,,195000,195000,195000,390000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: Medium,,Yagya AirTech Full Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001356,Corro Trailer 1,,,65000,65000,65000,150000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: Large,,Yagya AirTech Full Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001357,Corro Trailer 1,,,65000,65000,65000,150000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: XS,,Yagya AirTech Full Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001354,Corro Trailer 1,,,65000,65000,65000,150000,0,0
Rider,1778252234585,1,Color: Black/Black,Size: Small,,Yagya AirTech Full Zip,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001355,Corro Trailer 1,,,65000,65000,65000,150000,0,0
Rider,1778252234585,1,Color: White,Size: XS,,Yagya Timeless Riding Breeches,Rider > Accessories & Apparel > Breeches,0,Eliot's Trailer,1000000001037,Corro Trailer 1,,,195000,195000,195000,390000,0,0
Rider,1778252234585,1,Color: White,Size: S,,Yagya Timeless Riding Breeches,Rider > Accessories & Apparel > Breeches,1,Eliot's Trailer,1000000001038,Corro Trailer 1,,,195000,195000,195000,390000,0,0
Rider,1778252234585,1,Size: Medium,Color: White/White,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001053,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: Large,Color: White/White,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001054,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: XS,Color: White/White,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001051,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: Small,Color: White/White,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001052,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: Medium,Color: Black,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,0,Eliot's Trailer,1000000001310,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: Large,Color: Black,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001311,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: XS,Color: Black,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001308,Corro Trailer 1,,,80000,80000,80000,230000,0,0
Rider,1778252234585,1,Size: Small,Color: Black,,Yagya Timeless Mesh Show Shirt,Rider > Accessories & Apparel > Shirts,1,Eliot's Trailer,1000000001309,Corro Trailer 1,,,80000,80000,80000,230000,0,0
